artists,date,event,genre,location
[' Louis Schwizgebel '],2013-01-16,null,['Classic'],Palais-des-Congrès
"['Conductor: Marcus Weiss ', ' Christian Dierstein ']",2013-01-16,In-Freundschaft,['Classic'],Basel
[' Gregor Loepfe '],2013-01-16,Gregor-Loepfe-Trio,"['Jazz', 'Blues', 'Soul']",Baden
"[' Dominik Blum ', ' Marino Pliakas ', ' Lucas Niggli ']",2013-01-16,Steamboat-Switzerland-X,"['Jazz', 'Blues', 'Soul']",Zürich
"[' Lionel Gafner ', ' Adrien Guerne ', ' Lionel Friedli ', ' Gaël Zwahlen ']",2013-01-16,Suisse-Diagonales-Jazz,"['Jazz', 'Blues', 'Soul']",Zürich
['The Black Atlantic '],2013-01-16,Aarau,"['The', 'Black', 'Atlantic']",KiFF
"[' Adrian Mears ', ' Christoph Neuhaus ', ' Niko Seibold ', ' Volker Engelberth ', ' Judith Goldbach ', ' Mareike Wiening ']",2013-01-16,Christoph-Neuhaus-Quintet-feat.-Adrian-Mears,"['Jazz', 'Blues', 'Soul']",Basel
"[' Rea Dubach ', ' Laura Schuler ', ' Ronnie Graupe ', ' Fabian Baur ', ' Lisa Hoppe ', ' Dejan Terzic ', ' Lino Blöchlinger ', ' Daniel Weber ', ' Django Bates ', ' Simone Hager ', ' Laura Wiesmann ', ' Patrice Moret ']",2013-01-16,Projektwoche-Jazz,"['Jazz', 'Blues', 'Soul']",Bern
['Renaud Garcia-Fons '],2013-01-16,Renaud-Garcia-Fons,"['Jazz', 'Blues', 'Soul']",Bern
"['Aurora Nealand ', ' Moose Jackson ', ' Rob Cambre ', ' Justin Peake ', ' Christian Weber ', ' Simon Berz ']",2013-01-17,New-Orleans-Soirée-Liquid-Land,['Classic'],Winterthur
[' András Schiff '],2013-01-17,Konzert,['Classic'],Zürich
[' Matthew Lonson '],2013-01-17,Masterkonzert,['Classic'],Basel
"[' Rebecca Spiteri ', ' Jürg Ramspeck ', ' Joel Reiff ', ' Rolf Lyssy ']",2013-01-17,Thursday-Night-Jazz,"['Jazz', 'Blues', 'Soul']",Zürich
[' Leila Josefowicz '],2013-01-17,Pulcinella,['Classic'],Luzern
"[' Nik Bärtsch ', ' Sha ', ' Mats Eser ']",2013-01-17,ZKO-Meets,['Classic'],Zürich
"[' Thomas Lüthi ', ' Arne Huber ', ' Claudio Strüby ']",2013-01-17,Thomas-Lüthi's-Biwak,"['Jazz', 'Blues', 'Soul']",Liebefeld
"['Beat Anderwert ', ' Anna Vasilyeva ', ' Nada Anderwert ', ' Joel Marosi ']",2013-01-17,Konzert,['Classic'],Bern
"['Anne-May Krüger ', ' Robert Koller ']",2013-01-17,The-Medium-Stimme-allein,['Classic'],Basel
"[' Fabio Pinto ', ' Alex Maurer ', ' Jeremias Keller ', ' Claire Huguenin ']",2013-01-17,Zürich,['Kamikaze'],Moods
"[' John Voirol ', ' Matthias Kohler ', ' Wege Wüthrich ', ' Christian Schütz ', ' Omar Kramis ', ' Wolfgang Zumpe ', ' Mike Maurer ', ' Jonas Winterhalter ', ' Lars Lindvall ', ' Lukas Briggen ', ' Lukas Wyss ', ' Simon Petermann ']",2013-01-17,Lars-Lindvall-Big-Band,"['Jazz', 'Blues', 'Soul']",Basel
"[' Thomas Grüninger ', ' Lukas Heuss ']",2013-01-17,Luke-&-Thom,['Pop'],Thalwil
"[' Rea Dubach ', ' Lino Blöchlinger ', ' Fabian Baur ', ' Daniel Weber ', ' Laura Wiesmann ', ' Laura Schuler ', ' Simone Hager ', ' Lisa Hoppe ']",2013-01-17,Projektwoche-Jazz,"['Jazz', 'Blues', 'Soul']",Bern
['Dota '],2013-01-17,Aarau,['Dota'],KiFF
['Cara '],2013-01-17,Schaffhausen,['Cara'],Kammgarn
['Eastern Standard Time '],2013-01-17,Zug,"['Eastern', 'Standard', 'Time']",Chollerhalle
"[' Josquin Rosset ', ' Gabriel Meyer ', ' Jan Geiger ']",2013-01-17,Suisse-Diagonales-Jazz,"['Jazz', 'Blues', 'Soul']",Luzern
[' Dalia Donadio '],2013-01-17,Os-Desafinados,"['world', 'music']",Baden
['Sofa Surfers '],2013-01-17,Zürich,"['Sofa', 'Surfers']",Bogen-F
['DJs Mauri '],2013-01-17,Salsamania,"['Ragga', 'Reggae', 'African', 'Music', 'Dancehall']",Zürich
"['Andrea Gygax ', ' Alexandra Huber ', ' Angela Beffa ', ' Simone Lustenberger ', ' Danja Schwegler ', ' Julia Keller ']",2013-01-17,Caprice-Frauenrock,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Reussbühl
"['Doran-Känzig-Hemingway ', ' Christy Doran ', ' Heiri Känzig ', ' Gerry Hemingway ']",2013-01-17,Doran-Känzig-Hemingway,"['Jazz', 'Blues', 'Soul']",Liebefeld
"[' Sandra Rayne ', ' Tobias Schmid ', ' Christa Kohli ']",2013-01-17,Sandra-Rayne,"['Jazz', 'Blues', 'Soul']",Zürich
['Tomoko Iwasa '],2013-01-18,Orgelspiel-zum-Feierabend,['Classic'],Basel
['Yevgeny Sudbin '],2013-01-18,International-Piano-Series,['Classic'],null
[' András Schiff '],2013-01-18,Konzert,['Classic'],Zürich
[' Ewa Kupiec '],2013-01-18,3.-Meisterzyklus-Konzert,['Classic'],null
"['Daniel Hope ', ' Vital-Julian Frey ', ' Christina Fassbender ']",2013-01-18,Festival-Strings-Lucerne,['Classic'],Olten
['Clannad '],2013-01-18,Zürich,['Clannad'],Volkshaus
['Caravan Palace '],2013-01-18,Zürich,"['Caravan', 'Palace']",Kaufleuten
[' Scumbucket '],2013-01-18,Zürich,['Navel'],Rote-Fabrik
"[' Adrian Pflugshaupt ', ' Reto Suhner ', ' Jürg Bucher ', ' Till Grünewald ']",2013-01-18,Liebefeld,"['Swiss', 'Jazz', 'Orchestra']",Stadttheater-Bern-(Vidmarhallen)
"[' Iva Denes ', ' Sophie Chaillot ', ' Tanja von Arx ']",2013-01-18,Del-Norte-al-Sur,['Classic'],Winterthur
"[' Claude Diallo ', ' Martijn Vanbuel ', ' Wen Hui Tsai ']",2013-01-18,Yuan-Trio,"['Jazz', 'Blues', 'Soul']",null
"[' Adam Holzmann ', ' Roland Heinz ', ' Jeff Hirshfield ']",2013-01-18,The-Adam-Holzmann-Trio,"['Jazz', 'Blues', 'Soul']",Baden
"[' Hansruedi Gattiker ', ' Charlie Schumacher ', ' Bruce Roberts ', ' Urs Bolle Rellstab ', ' Hans Krauer ', ' Ernst Grädel ', ' René Grimm ']",2013-01-18,Chicago-Swing-Rats,"['Jazz', 'Blues', 'Soul']",Baden
"['Lorenzo Petrocca ', ' Jürgen Bothner ', ' Thomas Bauser ', ' ']",2013-01-18,Lorenzo-Petrocca-Organ-Trio-feat.-Jürgen-Bothner,['Classic'],Schaffhausen
['Antonia '],2013-01-18,Antonia,['traditional'],Kirchberg
"[' Peter Scheidegger ', ' Herman Peter ', ' Bruno Haag ']",2013-01-18,7-Pines,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Uster
"[' Greis ', ' Benjamin Noti ', ' Claude Bucher ', ' JJ Flück ']",2013-01-18,Zürich,['Greis'],Moods
"[' John Marshall ', ' Ferdinand Povel ', ' Andrea Pozza ', ' Stephan Kurmann ', ' Peter Schmidlin ']",2013-01-18,John-Marshall-&-Ferdinand-Povel-Quintet,"['Jazz', 'Blues', 'Soul']",Basel
"[' James Bailey ', ' Christian Rösli ', ' Marius Peyer ', ' Fabian Gutscher ', ' Thomas Winkler ']",2013-01-18,Iscapes-3,"['Jazz', 'Blues', 'Soul']",Bern
"[' Gaël Zwahlen ', ' Lionel Gafner ', ' Adrien Guerne ', ' Lionel Friedli ']",2013-01-18,Suisse-Diagonales-Jazz,"['Jazz', 'Blues', 'Soul']",Luzern
['The Sawyer Family '],2013-01-18,The-Sawyer-Family,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Zug
"['Sofa Surfers ', ' Markus Kienzl ']",2013-01-18,Bern,"['Sofa', 'Surfers']",Reitschule-Dachstock
"[' Samuel Mösching ', ' Lisa Hoppe ', ' Carlo Moreni ']",2013-01-18,Samuel-Mösching-Trio,"['Jazz', 'Blues', 'Soul']",Basel
['Container 6 '],2013-01-18,Rubigen,"['Container', '6']",Mühle-Hunziken
['The Pearlbreakers '],2013-01-18,The-Pearlbreakers,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Buchs
['The Great Hans Unstern Swindle '],2013-01-18,Sankt-Gallen,"['The', 'Great', 'Hans', 'Unstern', 'Swindle']",Palace
"['Dorit Chrysler ', ' Patrik Fitzgerald ']",2013-01-18,Dorit-Chrysler,['Pop'],Bern
['Karma to Burn '],2013-01-18,Schaffhausen,"['Karma', 'to', 'Burn']",Kammgarn
"[' Simon Berz ', ' Moose Jackson ', ' Rob Cambre ', ' Justin Peake ', ' Aurora Nealand ']",2013-01-18,Liquid-Land,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Baden
['End of Silence '],2013-01-18,End-of-Silence,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Luzern
"['Fabian M. Mueller ', ' Marco Müller ', ' Dominic Egli ']",2013-01-18,Tuesday-Jazz-Jam,"['Jazz', 'Blues', 'Soul']",Liebefeld
"[' Hayden Chisholm ', ' Achim Kaufmann ', ' Ronny Graupe ', ' Dejan Terzic ']",2013-01-18,Dejan-Terzic,"['Jazz', 'Blues', 'Soul']",Liebefeld
"[' Martin Gaisser ', ' Mathias Bucher ', ' Jérémie Bochet ', ' Samuel Jäggi ']",2013-01-18,Last-Avenue,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Reussbühl
['Yesterday Shop '],2013-01-18,Aarau,"['Labrador', 'City']",KiFF
['Eastern Standard Time '],2013-01-18,Solothurn,"['Eastern', 'Standard', 'Time']",Kulturfabrik-Kofmehl
['Chris Liebing '],2013-01-18,Chris-Liebing,['Electronic'],Lausanne
"['Einat Betzalel ', ' Hakim Boukhit ']",2013-01-19,Voices-From-the-Desert,"['world', 'music']",Winterthur
[' Pieter Wispelwey '],2013-01-19,Virtuoses-Violoncello,['Classic'],Winterthur
"[' Daniel Hope ', ' Christina Fassbender ', ' Vital Julian Frey ']",2013-01-19,Festival-Strings-Lucerne,['Classic'],Luzern
['Sunghoon Simon Hwang '],2013-01-19,Weltklassik-am-Klavier,['Classic'],Zürich
"[' Simon Berz ', ' Moose Jackson ', ' Rob Cambre ', ' Justin Peake ', ' Aurora Nealand ']",2013-01-19,Liquid-Land,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
[' Elisabeth Berner '],2013-01-19,Psalmen-Starke-Worte-in-bewegenden-Vertonungen,['Classic'],Dietikon
"[' Martin Carl ', ' Roger Nickl ', ' Flavio Rohner ', ' Flavio Spirgi ']",2013-01-19,Blasnost,"['Jazz', 'Blues', 'Soul']",Zürich
['Sezen Aksu '],2013-01-19,Sezen-Aksu,"['world', 'music']",Zürich
"['Florian Favre Trio ', ' Florian Favre ', ' Manu Hagmann ', ' Kevin Chesham ']",2013-01-19,Florian-Favre-Trio,"['Jazz', 'Blues', 'Soul']",Liebefeld
"[' Marco von Orelli ', ' Lukas Briggen ', ' Michel Wintsch ', ' Kaspar von Grünigen ', ' Samuel Dühsler ']",2013-01-19,Marco-von-Orelli-5,"['Jazz', 'Blues', 'Soul']",Oberengstringen
['Herman Van Veen '],2013-01-19,Herman-Van-Veen,['Pop'],Zürich
"[' Samuel Mösching ', ' Lisa Hoppe ', ' Carlo Moreni ']",2013-01-19,Samuel-Mösching-Trio,"['Jazz', 'Blues', 'Soul']",Luzern
"['U Brown ', ' Boomrush Backup ']",2013-01-19,U-Brown,"['Hip', 'Hop', ""R'n'B""]",Wetzikon
['Betontod '],2013-01-19,Betontod,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Zürich
['Caravan Palace '],2013-01-19,Thônex,"['Caravan', 'Palace']",Salle-des-fêtes-de-Thônex
"[' John Marshall ', ' Ferdinand Povel ', ' Andrea Pozza ', ' Stephan Kurmann ', ' Peter Schmidlin ']",2013-01-19,John-Marshall-&-Ferdinand-Povel-Quintet,"['Jazz', 'Blues', 'Soul']",Basel
"[' Nathalie Maerten ', ' Christian Müller ', ' Vito Cadonau ', ' Rolf Caflisch ']",2013-01-19,Nathalie-Maerten-Quartett,"['Jazz', 'Blues', 'Soul']",Klosters
"[' Dalia Donadio ', ' Madlen Donadio ', ' Moreno Donadio ', ' Toni Donadio ', ' Peter Tico Keller ']",2013-01-19,Donadio-Ensemble,"['world', 'music']",Baden
"[' Alessandro Rosi ', ' Dominik Eberle ', ' Raphael Felber ', ' Fabian Eberle ']",2013-01-19,The-Pearlbreakers,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Reussbühl
"[' Ania Losinger ', ' Mats Eser ']",2013-01-19,500-10-Unlimited,['Electronic'],Bern
['The Vibrators '],2013-01-19,Luzern,"['The', 'Vibrators']",Musikzentrum-Sedel
"[' Robert Buri ', ' Kevin Buri ', ' Hansueli Oesch ', ' Miro Rutscho ', ' Bobby Wissmann ']",2013-01-19,Aeywaeg,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Bern
['Redska '],2013-01-19,Redska,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Baden
"['Corrosive ', ' Accion Mutante ', ' Haut & Courte ', ' Mindflaire ', ' Schmand ']",2013-01-19,Grindsoirée-Nr.-2,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
['Kofelgschroa '],2013-01-19,Tour-de-Lorraine,['Pop'],Bern
"[' Malcolm Braff ', ' Reggie Washington ', ' Lukas König ']",2013-01-19,Malcolm-Braff,"['Jazz', 'Blues', 'Soul']",Liebefeld
['The Great Hans Unstern Swindle '],2013-01-19,Zürich,"['The', 'Great', 'Hans', 'Unstern', 'Swindle']",Stall-6
['Einat & Hakim '],2013-01-19,Zürich,['Hakim'],Bar-Rossi
['Angelika Express '],2013-01-19,Tour-de-Lorraine,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Bern
"['DJs Mango Alemania ', ' Delirio ']",2013-01-19,Mambo-Swiss-Party,"['Ragga', 'Reggae', 'African', 'Music', 'Dancehall']",Zürich
"[' Marc Stucki ', ' Benedikt Wieland ', ' Rico Baumann ']",2013-01-19,Kaos-Protokoll,"['Jazz', 'Blues', 'Soul']",Liebefeld
"['Système D ', ' Lena Stöhrfaktor ']",2013-01-19,Tour-de-Lorraine,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Bern
['Dada Life '],2013-01-19,Lausanne,"['Dada', 'Life']",D!-Club
"[' Norbert Ackermann ', ' Pierre Bernhard ', ' Rolph Dreier ', ' René Marzolf ', ' Roland Meder ', ' Gert Schimak ']",2013-01-20,Regio-Six-Jazzband,"['Jazz', 'Blues', 'Soul']",Laufen
[' Pieter Wispelwey '],2013-01-20,AMG-Sonntagsmatinee,['Classic'],Basel
"[' Andreas Graf ', ' Wei-Zhong Lu ', ' Wen Lu-Hu ']",2013-01-20,Wiener-Schule-Wiener-Klassik,['Classic'],Bern
[' Benjamin Schmid '],2013-01-20,Matinée-3,['Classic'],Bern
[' Krystian Zimerman '],2013-01-20,Lutoslawski-zu-Ehren,['Classic'],Luzern
['Fritz Hauser '],2013-01-20,Focus-Das-Leben-als-Ansichtskarte,['Classic'],Basel
"['Jonathan Peek ', ' Naoki Kitaya ', ' Maurice Steger ', ' ']",2013-01-20,Musik-im-Schloss-III,['Classic'],Rapperswil
"['Alexey Lavrentyev ', ' Sergey Mushtakoff ', ' Igor Morosow ']",2013-01-20,Concert-à-la-russe,['Classic'],null
['Silvia Harnisch '],2013-01-20,Klavierrezital,['Classic'],Stettlen
"[' David Frühwirth ', ' Johannes Zahlten ']",2013-01-20,Baden,"['Klenze', 'Duo']",Stanzerei
[' Jean-Sélim Abdelmoula '],2013-01-20,Erlösung-Mozart,['Classic'],Bern
['André Desponds '],2013-01-20,André-Desponds,"['Jazz', 'Blues', 'Soul']",Zürich
"[' Corinne A. Sutter ', ' Bettina Weder ', ' Ricardo Mirabelli ', ' Ulrich S. Eggimann ']",2013-01-20,null,['Classic'],Palais-des-Congrès
"['L. Pfister ', ' E. Rütsche ', ' R. Rütti ', ' E. Streiff ']",2013-01-20,Warum-nicht-ruhig-sein-Schweizer-Musik-zu-Robert-Walser,['Classic'],Winterthur
"['Karel Boeschoten ', ' Fulvia Mancini ', ' Kristóf Zámbó ', ' Jürg Luchsinger ', ' Benjamin Engeli ']",2013-01-20,Tanghi-celebri,['Classic'],Wädenswil
"['Lilly Thornten Quintett ', ' Lilly Thornton ', ' Christian Meyers ', ' Ull Möck ', ' Jens Loh ', ' Eckhard Stromer ']",2013-01-20,Lilly-Thornten-Quintett,"['Jazz', 'Blues', 'Soul']",Zürich
"[' Sarah Büchi ', ' Matthieu Michel ', ' Domenic Landolf ', ' Adrian Mears ', ' Christoph Stiefel ', ' Arne Huber ', ' Kevin Chesham ']",2013-01-20,Christoph-Stiefel-Isorhythm-Orchestra,"['Jazz', 'Blues', 'Soul']",Liebefeld
"[' John Marshall ', ' Ferdinand Povel ', ' Andrea Pozza ', ' Stephan Kurmann ', ' Peter Schmidlin ']",2013-01-20,Marshall-Povel-Quintet,"['Jazz', 'Blues', 'Soul']",Luzern
['Dorit Chrysler '],2013-01-20,Dorit-Chrysler,['Electronic'],Zürich
"['Anna Netrebko ', ' José Carreras ', ' Erwin Schrott ']",2013-01-20,Netrebko-Carreras-Schrott,['Classic'],null
['Herman van Veen '],2013-01-20,Herman-van-Veen,['Pop'],Zug
"[' András Schiff ', ' Simon Fuchs ', ' Felix-Andreas Genner ', ' Matthias Rácz ', ' Mischa Greull ']",2013-01-20,Kammermusik-Soiree,['Classic'],Zürich
['Sareena Overwater '],2013-01-20,Sareena-Overwater,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
['Conor Oberst '],2013-01-20,Zürich,"['Conor', 'Oberst']",Volkshaus
"[' Marc Stucki ', ' Benedikt Reising ', ' Andreas Tschopp ', ' Marc Unternährer ', ' Rico Baumann ']",2013-01-20,Le-Rex,"['Jazz', 'Blues', 'Soul']",Liebefeld
['The Vibrators '],2013-01-20,Solothurn,"['The', 'Vibrators']",Kulturfabrik-Kofmehl
"[' Marianne Racine ', ' Vera Kappeler ']",2013-01-21,Zürich,['Tuliaisia'],Metronom
"[' Erich Tiefenthaler ', ' Annalise Bereiter ', ' Stephan Reinthaler ', ' Reto Giacopuzzi ']",2013-01-21,Annalise-Bereiter-Quartett,"['Jazz', 'Blues', 'Soul']",Flawil
"['Reinhold Friedrich ', ' works by Herbert Willi ']",2013-01-21,Dialog,['Classic'],Basel
"[' Francis Petter ', ' Edgar Marc Petter ', ' Peter Hunziker ', ' Bruno Huwyler ']",2013-01-21,Urban-Spaces-Quartet,"['Jazz', 'Blues', 'Soul']",Baden
"[' Erika Achermann ', ' Mirjana Reinhard ']",2013-01-21,Masterrezital,['Classic'],Basel
"['Studnitzky ', ' ADHD ', ' Sebastian Studnitzky ', ' Andreas Hourdakis ', ' Paul Kleber ', ' Tommy Baldu ', ' Oskar Gudjonsson ', ' Omar Gudjonsson ']",2013-01-21,Studnitzky,"['Jazz', 'Blues', 'Soul']",Zürich
[' Maria Shabashova '],2013-01-22,Mittagskonzert,['Classic'],Basel
"[' Dave Ruosch ', ' Dani Solimine ']",2013-01-22,Ruosch-Solimine,"['Jazz', 'Blues', 'Soul']",Zürich
[' Silvan Loher '],2013-01-22,Masterrezital,['Classic'],Basel
"[' Marcus Weiss ', ' Teodoro Anzellotti ', ' Moritz Müllenbach ', ' Paolo Vignaroli ']",2013-01-22,Preisträgerkonzert-Werkjahre-Stadt-Zürich,['Classic'],Zürich
"['Thomas Hampson ', ' Wolfram Rieger ']",2013-01-22,AMG-Solistenabend,['Classic'],Basel
"['Ron Carter ', ' Ron Carter ']",2013-01-22,Zürich,"['Ron', 'Carter']",Tonhalle
['Spleen United '],2013-01-22,Spleen-United,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Zürich
"['Boris Previic ', ' Matthias Arter ', ' Friedemann Treiber ', ' Jessica Rona ']",2013-01-22,Urs-Bührer-70,['Classic'],Zürich
"[' Stephan Wyss ', ' Dominik Blum ', ' Siro Müller ']",2013-01-22,Paraskavedekatriaphobie,"['Jazz', 'Blues', 'Soul']",Zürich
['Denison Witmer '],2013-01-22,Denison-Witmer,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Winterthur
['Mark Eitzel '],2013-01-22,Mark-Eitzel,['Pop'],Zürich
"['Donny McCaslin Group ', ' Donny McCaslin ', ' Matt MItchell ', ' Tim Lefebvre ', ' Nate Wood ']",2013-01-22,Donny-McCaslin-Group,"['Jazz', 'Blues', 'Soul']",Zürich
"['Aurel Hassler ', ' Christian Winiker ', ' Mani Zweili ', ' Mike Malloth ']",2013-01-23,Jam-Night,"['Hip', 'Hop', ""R'n'B""]",Luzern
[' Rossana Rossignoli '],2013-01-23,COOP-Sinfoniekonzert,['Classic'],Basel
"[' James Gilchrist ', ' Ryszard Groblewski ', ' Emanuele Forni ']",2013-01-23,Konzert,['Classic'],Zürich
"[' Carola Wirth ', ' Severin Graf ']",2013-01-23,Moira,['Pop'],Zürich
['Jean-François Lessard '],2013-01-23,Jean-François-Lessard,"['world', 'music']",Zürich
['Giantree '],2013-01-23,Baden,['Giantree'],Merkker
"[' Donat Fisch ', ' Raffaele Bossard ', ' Dominic Egli ']",2013-01-23,Plurism,"['Jazz', 'Blues', 'Soul']",Winterthur
"['James Blood Ulmer ', ' James Blood Ulmer ', ' Queen Esther ', ' Mark Peterson ', ' G. Calvin Weston ']",2013-01-23,James-Blood-Ulmer,"['Jazz', 'Blues', 'Soul']",Zürich
"['Andrea Suter ', ' Lilia Tripodi ', ' Markus Nykänen ', ' Ashley Prewett ', ' Rolando Garza ']",2013-01-24,Lunchkonzert,['Classic'],Basel
"[' Michael Leherbauer ', ' David Bokel ', ' Simon Borer ']",2013-01-24,Esswerk,"['Jazz', 'Blues', 'Soul']",Luzern
"[' Michael Leherbauer ', ' David Bokel ', ' Simon Borer ']",2013-01-24,Esswerk,"['Jazz', 'Blues', 'Soul']",Luzern
[' Rossana Rossignoli '],2013-01-24,Volkssinfoniekonzert,['Classic'],Basel
['Che Sudaka '],2013-01-24,Zürich,"['Che', 'Sudaka']",Exil
"['Donzela guerreira ', ' Marilia Vargas ']",2013-01-24,Innovantiqua-Winterthur,"['world', 'music']",Winterthur
"['Gabriela Tanner ', ' Susanne Petersen ', ' Verena Barbara Gohl ', ' Christina Jaccard ']",2013-01-24,Momentaufnahme,['Pop'],Zürich
"[' Rebecca Spiteri ', ' Jürg Ramspeck ', ' Joel Reiff ', ' Rolf Lyssy ']",2013-01-24,Thursday-Night-Jazz,"['Jazz', 'Blues', 'Soul']",Zürich
['Napalm Death '],2013-01-24,Basel,"['Napalm', 'Death']",Sommercasino
[' Giulia del Re '],2013-01-24,Afterhours,"['Jazz', 'Blues', 'Soul']",Basel
['The Blackberry Brandies '],2013-01-24,The-Blackberry-Brandies,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Basel
"['Rea Claudia Kost ', ' Samuel Zünd ', ' Daniel Fueter ']",2013-01-24,Mis-Dach-isch-de-Himmel-vo-Züüri,['Pop'],Zürich
"[' Marco Leali ', ' Reiny Schnyder ', ' Hp Brack ', ' Marcel Rüegg ']",2013-01-24,Diggin-the-Blues,"['Jazz', 'Blues', 'Soul']",Kloten
['Amelia Curran '],2013-01-24,Amelia-Curran,['Pop'],Solothurn
"[' Hämi Hämmerli ', ' Christoph Baumann ', ' Tony Renold ', ' Isa Wiss ']",2013-01-24,Hausquartett,"['Jazz', 'Blues', 'Soul']",Thalwil
"[' Claudia Greber ', ' Fabienne Ambühl ', ' Simon Iten ']",2013-01-24,Uster,"['Harmonie', 'Greber']",Musik-Container
"[' Marianne Racine ', ' Vera Kappeler ']",2013-01-24,Racine-Kappeler,"['Jazz', 'Blues', 'Soul']",Dübendorf
"[' Rémi Panossian ', ' Maxime Delporte ', ' Frédéric Petitprez ', ' Frederik Köster ', ' Nicole Johänntgen ']",2013-01-24,Rémi-Panossian-Trio-feat.-Johänntgen-&-Köster,"['Jazz', 'Blues', 'Soul']",Zürich
"[' Gitte Deubelbeiss ', ' Ruedi Vögeli ']",2013-01-24,Jazzinteam,"['Hip', 'Hop', ""R'n'B""]",Baden
['Paulo Ferreira-Lopes '],2013-01-24,Nachtstrom-62,['Classic'],Basel
"[' Pink Pedrazzi ', ' Mike Bischof ']",2013-01-24,Basel,['Pink'],Cargo-Bar
['Die Blockflöte des Todes '],2013-01-24,Die-Blockflöte-des-Todes,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Winterthur
['Scumbucket '],2013-01-24,Scumbucket,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Bern
['JJ & Palin '],2013-01-24,JJ-&-Palin,['Pop'],Zürich
"[' Rea Hunziker ', ' Nino Wenger ', ' Sebastian Pietrowiak ', ' Gianluca Giger ', ' Freddy Benitez ']",2013-01-24,Rea-Som,"['world', 'music']",Zürich
"[' Maja Barroso Lisac ', ' Lev Pupis ', ' Christina Wyss ', ' Rahel Kohler ', ' Claudia Vollenweider ', ' Mario Giovannelli ']",2013-01-25,Midi-musique-Ein-slawischer-Winter,['Classic'],Basel
"['Tobias Frankenreiter ', ' Kenneth Henderson ', ' Jennifer Kay Aynilian ', ' Gaëtan Lagrange ', ' Carla Blackwood ']",2013-01-25,Midi-Musical,['Classic'],Winterthur
['Susanne Doll '],2013-01-25,Orgelspiel-zum-Feierabend,['Classic'],Basel
"[' Michele Siciliano ', ' Nino Lentini ']",2013-01-25,Colors-of-Strings,['Pop'],Zürich
"[' Luo Xiaoci ', ' Duan Aiai ', ' Chen Yan ', ' Zhou Tao ', ' Tang Xiaofeng ']",2013-01-25,Das-Grosse-Chinesische-Neujahrskonzert,['Classic'],Luzern
"[' Robert Koller ', ' Jeannine Hirzel ']",2013-01-25,Kammermusik-aus-der-Schweiz,['Classic'],Winterthur
"[' Franz Hellmüller ', ' Stefano Risso ', ' Marcel Papaux ']",2013-01-25,Hellmüller-Risso-Papaux,"['Jazz', 'Blues', 'Soul']",Altikon
"['Lukas Hagen ', ' Rainer Schmidt ', ' Veronika Hagen ', ' Clemens Hagen ']",2013-01-25,Hagen-Quartett,['Classic'],Zug
"['Wallis Bird ', ' Honig ']",2013-01-25,Zürich,"['Wallis', 'Bird']",Rote-Fabrik
['Kendrick Lamar '],2013-01-25,Kendrick-Lamar,"['Hip', 'Hop', ""R'n'B""]",Zürich
"[' Christoph Irniger ', ' Dave Gisler ', ' Stefan Aeby ', ' Luca Sisera ', ' Michi Stulz ']",2013-01-25,Christoph-Irniger-Quintett,"['Jazz', 'Blues', 'Soul']",Oberengstringen
['Crazy Lixx '],2013-01-25,Crazy-Lixx,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Aarau
"['Fabian Anderhub ', ' Fabian Anderhub ', ' Dominik Rüegg ', ' Luca Leombruni ', ' Walter Kaiser ']",2013-01-25,Fabian-Anderhub,"['Jazz', 'Blues', 'Soul']",Zürich
"[' Roger Zeller ', ' Joe Schwach ', ' Pädu Ziswiler ', ' Herb Bucher ']",2013-01-25,Hang-Loose,"['Rock', 'Indie', 'Punk', 'Heavy', 'Metal', 'Gothic']",Baden
