,Unnamed: 0,location,event,date,artists,genre
1344,32,Kriens,Joan-&-The-Sailors,2013-03-09,['Joan & The Sailors '],Pop
1345,33,Rubigen,Ian-Hunter,2013-03-09,"[' Ian Hunter ', ' Andy York ', ' Dave Roe ']",
1346,34,null,Stets-ä-Soo,2013-03-09,"[' Guido Lalli ', ' Markus Furrer ', ' Andy Tschümperlin ', ' Werner Herzig ', ' Sandro Manea ']",
1347,35,Zürich,Balkanekspress,2013-03-09,[' live: Boom Pam '],
1348,36,Zürich,Betapartner,2013-03-09,"[' Benj Hardwig ', ' Nicolas Stocker ', ' Jonas Wolf ', ' Aidan Leong ']",Electronic
1349,37,Basel,The-Hunters,2013-03-09,['The Hunters '],
1350,38,Thun,Acoustic-Africa,2013-03-09,['Acoustic Africa '],
1351,39,null,Latino-Flavour-11,2013-03-09,['DJs El Medico '],
1352,40,Bar-Rossi,Zürich,2013-03-09,"[' Tobias Gurtner ', ' Christian Sommerhalder ', ' Ere Gerber ']",
1353,41,Reitschule-Dachstock,Bern,2013-03-09,['The Tarantinos '],
1354,42,Zürich,44-Leningrad,2013-03-09,['44 Leningrad '],
1355,0,Laufen,Patchwork-Stompers,2013-03-10,"[' Peter ""Kniri Knaus ', ' Robert Merian ', ' ', ' Rene Karlen ', ' Max Wehrli ']",
1356,1,null,Schumann-&-Friends,2013-03-10,"[' Madeleine Przybyl ', ' Kerstin Mörk ']",Classic
1357,2,Reinach,Basler-Baryton-Trio,2013-03-10,"[' Jessica Horsley ', ' Péter Barczi ', ' Reto Cuonz ']",Classic
1358,3,Bern,Contrasts,2013-03-10,"[' Bernhard Röthlisberger ', ' Isabelle Magnenat ', ' Francis Roux ', ' James Alexander ', ' Constantin Negoita ']",Classic
1359,4,null,Kammermusik-Konzert,2013-03-10,"['Johanna Baer Wopmann ', ' Polina Peskina ', ' Sophie Laville Minder ', ' Fréderic Carrière ', ' Michael Faivre ']",Classic
1360,5,Zürich,Wer-klaut-denn-einen-Ton-,2013-03-10,"['Guillermo Casillas ', ' Romana Kaiser ', ' Andrea Fischer ']",Pop
1361,6,Zürich,Napoletanische-Lieder,2013-03-10,['Franco Mayer '],Classic
1362,7,null,Tränen-Quellen-Veil-of-Tears,2013-03-10,"[' Anne Schmid ', ' Pascale Van Coppenolle ']",Classic
1363,8,Schaffhausen,Jubiläumskonzert,2013-03-10,"[' Gabriela Bürgler ', ' Paolo Vignoli ', ' Thomas Gropper ']",Classic
1364,9,Basel,"Französischer-Liederabend-""L'invitation-au-voyage""",2013-03-10,"['Christina Metz ', ' Reto Reichenbach ']",Classic
1365,10,Bern,Chorus-America,2013-03-10,[' Franziska Hegi '],Classic
1366,11,Wettingen,Requiem-Trauermusik,2013-03-10,"[' Ruth Achermann ', ' Liliane Glanzmann ', ' Tino Brütsch ', ' Michael Raschle ']",Classic
1367,12,Luzern,Swiss-Bands-in-Concert,2013-03-10,[' Bill Ramsey  '],Classic
1368,13,Thun,Sinfoniekonzert,2013-03-10,['Alexandre Dubach '],Classic
1369,14,null,4.-Meisterzykluskonzert,2013-03-10,"[' Frank Peter Zimmermann ', ' Antoine Tamestit ', ' Christian Poltéra ']",Classic
1370,15,Allschwil,Kurt-Marti-Jazz-Lokal-Rosa-Lui,2013-03-10,"['Guy Krneta ', ' Ruedi Schmid ']",Classic
1371,16,-Alte-Kirche,Boswil,2013-03-10,[' Alexander Boeschoten '],Classic
1372,17,Baden,Klavierrezital,2013-03-10,['Praxedis Geneviève Hug '],Classic
1373,18,Basel,Schwarz-auf-Weiss-Die-Muschelkur-des-Monsieur-Chabre,2013-03-10,[' Desirée Meiser '],Classic
1374,19,Aarau,Chor-&-Bündig,2013-03-10,"[' Gregor Loepfe ', ' Jonas Bürgi ']",Pop
1375,20,null,Acoustic-Africa,2013-03-10,"['Dobet Gnahoré ', ' Manou Gallo ', ' Kareyce Fotso ']",
1376,21,Zug,Konzert,2013-03-10,[' Nicolas Altstaedt '],Classic
1377,22,Brugg,David-Hope,2013-03-10,['David Hope '],Pop
1378,23,Rheinfelden,Jonathan-Kreisberg-Quartett,2013-03-10,"[' Jonathan Kreisberg ', ' Will Vinson ', ' Rick Rosato ', ' Colin Stranahan ']",
1379,24,Zürich,Omri-Ziegele-with-Noisy-Minority-&-Ray-Anderson,2013-03-10,"[' Omri Ziegele ', ' Ray Anderson ', ' Jan Schlegel ', ' Dieter Ulrich ']",
1380,25,Moods,Zürich,2013-03-10,"['Tina Dico & Helgi Jonsson ', ' Tina Dico ', ' Helgi Jonsson ']",
1381,26,Basel,Lil-Fame-&-Termanology,2013-03-10,['Lil Fame & Termanology '],
1382,27,Centre-de-Congrès-le-Régent,Crans-Montana,2013-03-10,"['Tori Amos ', ' Noa ', ' Roger Hodgson ']",
1383,28,Esse-Musicbar,Winterthur,2013-03-10,"[' Daniela Sarda ', ' Ralph Sonderegger ', ' Mike Moling ', ' Rico Baumann ']",Sarda
1384,29,Zürich,Agrypnie,2013-03-10,"['Agrypnie ', ' Der Weg einer Freiheit ', ' Heretoir ']",
1385,30,Komplex-457,Zürich,2013-03-10,['The Darkness '],
1386,31,Luzern,GBH,2013-03-10,['GBH '],
1387,32,Kaufleuten,Zürich,2013-03-10,['Cody Chesnutt '],
1388,33,Bern,Toby-Beard,2013-03-10,['Toby Beard '],
1389,34,Volkshaus,Zürich,2013-03-10,['Nelly Furtado '],
1390,35,Zürich,Presentimientos,2013-03-10,"[' Daniela Müller ', ' Petra Ackermann ', ' Martin Jaggi ', ' Tamriko Kordzaia ', ' Thomas Peter ']",Classic
1391,36,Bern,Kappeler-Zumthor,2013-03-10,"[' Vera Kappeler ', ' Peter Conradin Zumthor ']",
1392,0,Crans-Montana,Caprices-Festival,2013-03-11,[' Oil '],
1393,1,Solothurn,The-Larry-Woodley-Power-Trio,2013-03-11,"[' Larry Woodley ', ' Gaedon Luscher ', ' Salvatore Lombardo ']",
1394,2,Zürich,Spektrum-plus-Pling,2013-03-11,['Studierende der ZHdK '],Classic
1395,3,Zürich,Liedrezital-Zürich,2013-03-11,"['Laurent Naouri ', ' Sarah Tysman ']",Classic
1396,4,Zürich,The-Hunters,2013-03-11,['The Hunters '],
1397,5,Centre-de-Congrès-le-Régent,Crans-Montana,2013-03-11,"['Björk ', ' The Weeknd ']",Björk
1398,6,Zürich,Example,2013-03-11,['Example '],Pop
1399,7,Flawil,Buddha-Scheidegger-Trio,2013-03-11,"[' Wieni Keller ', ' Buddha Scheidegger ', ' Hans Schläpfer ']",
1400,8,Kulturfabrik-Kofmehl,Solothurn,2013-03-11,['Stevie Cochran '],
1401,9,Winterthur,Nathaniel-Robin-Mann,2013-03-11,['Nathaniel Robin Mann '],Pop
1402,10,Chur,Konzert,2013-03-11,"[' Christoph Ess ', ' Timo Steininger ', ' Sebastian Schorr ', ' Stephan Schottstätt ']",Classic
1403,11,Baden,Yves-Theiler-Trio,2013-03-11,"[' Yves Theier ', ' Valentin Dietrich ', ' Lukas Mantel ']",
1404,12,Zürich,Scarlett-O'Hanna,2013-03-11,"[""Scarlett O'Hanna ""]",Pop
1405,13,Luzern,Bachelorprojekt-Konzerte,2013-03-11,"[' Gianluca Giger ', ' Valerio Lepori ', ' Mischa Maurer ', ' Clemens Kuratle ', ' Claudio Berger ', ' Michael Wosahlik ', ' Serge Hauri ', ' Lukas Kurmann ', ' Simon Gautsch ', ' Rea Hunziker ', ' Sascha Frischknecht ']",
1406,14,Kuppel,Basel,2013-03-11,"['Tina Dico ', ' Helgi Jonsson ']",
1407,15,Zürich,Pierre-Favre-Artist-in-Residence,2013-03-11,"[' Andreas Tschopp ', ' Bernhard Bamert ', ' Nils Wogram ', ' Jan Schreiner ', ' Pierre Favre ', ' Markus Lauterburg ']",
1408,16,Basel,John-Scofield-Organ-Trio-feat.-Larry-Goldings,2013-03-11,"[' John Scofield ', ' Larry Goldings ', ' Greg Hutchinson ']",
1409,0,Crans-Montana,Caprices-Festival,2013-03-12,['Lescop '],
1410,1,Luzern,Piano-Entertainment-Pure-Melodies,2013-03-12,['Oliver Töngi '],Pop
1411,2,Zürich,Racine-&-Dreifuss-Slowmotion,2013-03-12,"[' Marianne Racine ', ' Marco Dreifuss ', ' Jojo Kunz ']",
1412,3,Bern,The-Larry-Woodley-Power-Trio,2013-03-12,"[' Larry Woodley ', ' Gaedon Luscher ', ' Salvatore Lombardo ']",
1413,4,Zürich,Konzert,2013-03-12,"['Franco Fagioli ', ' Willi Zimmermann ', ' Nicola Mosca ', ' Naoki Kitaya ', ' Emanuele Forni ', ' Kio Seiler ']",Classic
1414,5,Aarau,Long-Distance-Calling,2013-03-12,"['Long Distance Calling ', ' support: Solstafir ', ' Sahg ']",
1415,6,Centre-de-Congrès-le-Régent,Crans-Montana,2013-03-12,"['Portishead ', ' Baxter Dury ']",Portishead
1416,7,Zürich,Momentaufnahme,2013-03-12,"['Gabriela Tanner ', ' Susanne Petersen ', ' Verena Barbara Gohl ', ' Christina Jaccard ']",Pop
1417,8,Basel,Peter's-Best,2013-03-12,"['Peter Bucher ', ' Jan Börner ', ' Ulrich Messthaler ']",Classic
1418,9,Chur,Katrin-Roush,2013-03-12,['Katrin Roush '],Pop
1419,10,Zürich,Christoph-Greuter-&-Peter-Maurer,2013-03-12,"[' Christoph Greuter ', ' Peter Maurer ']",
1420,11,Winterthur,Mondrian-Ensemble-:-presentimientos,2013-03-12,"[' Daniela Müller ', ' Petra Ackermann ', ' Martin Jaggi ', ' Tamriko Kordzaia ']",Classic
1421,12,Bernexpo,Bern,2013-03-12,['Mumford & Sons '],
1422,13,Zürich,John-Scofield-Organic-Trio,2013-03-12,"['John Scofield Organic Trio ', ' John Scofield ', ' Larry Goldings ', ' Greg Hutchinson ', ' Oliver Keller ', ' Thomi Jordi ', ' Kaspar Rast ']",
1423,14,Zürich,Claude-Diallo-Situation,2013-03-12,['Claude Diallo Situation '],
1424,15,Zürich,Lanz-Wolfarth,2013-03-12,"[' Joke Lanz ', ' Christian Wolfarth ']",
1425,16,Zürich,Contrastnacht,2013-03-12,"['Betty Steels ', ' Samuel Jon Samuelsson Big Band ', ' Samuel Jon Samuelsson ', ' Joel Palsson ', ' Steinar Sigurdarson ', ' Oskar Gudjonsson ', ' Kjartan Hakonarson ', ' Snorri Sigurdarson ']",Pop
1426,17,Winterthur,Ian-Fischer-&-The-Present,2013-03-12,['Ian Fischer & The Present '],
1427,18,Basel,Lisette-&-The-Swing-Thing,2013-03-12,"[' Lisette Spinnler ', ' Christian Gutfleisch ', ' Michael Chylewski ', ' Peter Schmidlin ']",
1428,19,Luzern,Bachelorprojekt-Konzerte,2013-03-12,"[' Sebastian Pietrowiak ', ' Mischa Maurer ', ' Gianluca Giger ', ' Clemens Kuratle ', ' Valentin Baumgartner ', ' David Heinzmann ', ' Daniel Stocker ', ' Vincent Glanzmann ', ' Dominik Landolt ', ' Martina Berther ', ' Vince Glanzmann ']",
1429,20,Zürich,Lakecia-Benjamin,2013-03-12,['Lakecia Benjamin '],
1430,21,Zürich,Schweizer-Holz-Trio,2013-03-12,"[' Hans Koch ', ' Urs Leimgruber ', ' Omri Ziegele ']",
1431,22,Basel,Get-Heavy-Mental,2013-03-12,"['Stear ', ' Black Packers ']",Electronic
1432,23,Zürich,Frontier-Ruckus,2013-03-12,['Frontier Ruckus '],
1433,0,Zürich,Mittagsmusik,2013-03-13,"['Miriam Wettstein ', ' Yvo Wettstein ', ' Jean-Jacques Dünki ']",Classic
1434,1,Basel,Monteferrina,2013-03-13,"['Lea Hosch ', ' Aline Koenig ']",Classic
1435,2,Zürich,Finja-wasch-den-Fisch,2013-03-13,"['Sidonia Caviezel ', ' Tome Iliev ']",Pop
1436,3,Luzern,Piano-Entertainment-Blue-Soul-&-Me,2013-03-13,['Mark Tenger '],
1437,4,Winterthur,Abonnementskonzert,2013-03-13,[' Martin Helmchen '],Classic
1438,5,Centre-de-Congrès-le-Régent,Crans-Montana,2013-03-13,"['The Killers ', ' The Spinto Band ']",
1439,6,Luzern,Konzert,2013-03-13,[' Dmitri Maslennikov '],Classic
1440,7,Bern,Migros-Kulturprozent-Classics,2013-03-13,[' Katia und Marielle Labèque '],Classic
1441,8,Basel,AMG-Rising-Stars,2013-03-13,"['Anastasia Larina ', ' Daniil Haritonov ']",Classic
1442,9,Kulturfabrik-KUFA,Lyss,2013-03-13,['Deicide '],Deicide
1443,10,null,Matmos,2013-03-13,['Matmos '],Electronic
1444,11,Baden,Konzert,2013-03-13,"[' Daniel Meller ', ' Flurin Cuonz ', ' Maki Wiederkehr ']",Classic
1445,12,null,Konzert,2013-03-13,"['Adrian Brendel ', ' Armstrong ', ' Adrian Brendel ', ' Kit Armstrong ']",Classic
1446,13,Tonhalle,Zürich,2013-03-13,['Bobby McFerrin '],
1447,14,Theater-Casino-Zug,Zug,2013-03-13,['Gonzalo Rubalcaba '],
1448,15,null,Long-Distance-Calling,2013-03-13,"['Long Distance Calling ', ' Solstafir ', ' Sahg ']",
1449,16,Chur,Peter-Ratzenbeck,2013-03-13,['Peter Ratzenbeck '],
1450,17,Zürich,Harmful,2013-03-13,['Harmful '],
1451,18,Aarau,Enemies,2013-03-13,['Enemies '],
1452,19,Exil,Zürich,2013-03-13,['Walk The Moon '],
1453,20,Baden,Dreist-CD-Release-Tour,2013-03-13,"[' Mindaugas Vadoklis ', ' Reto Suhner ', ' Dimitrij Golovanov ', ' Herbie Kopf ', ' Marijus Aleksa ']",
1454,21,Basel,Lisette-&-The-Swing-Thing,2013-03-13,"[' Lisette Spinnler ', ' Christian Gutfleisch ', ' Michael Chylewski ', ' Peter Schmidlin ']",
1455,22,Zürich,Jazz-Baragge-Wednesday-Jam,2013-03-13,"['Benjamin Külling ', ' Toni Schiavano ', ' Flo Reichle ']",
1456,23,Komplex-457,Zürich,2013-03-13,['Walk The Moon '],
1457,24,Zürich,Phronesis-Walking-Dark,2013-03-13,"['Phronesis - Walking Dark ', ' Jasper Hoiby ', ' Ivo Neame ', ' Anton Eger ']",
1458,25,Zürich,Steamboat-Switzerland-XII,2013-03-13,"[' Dominik Blum ', ' Marino Pliakas ', ' Lucas Niggli ']",Electronic
1459,26,Wädenswil,Vein-feat.-Dave-Liebman,2013-03-13,"[' Dave Liebman ', ' Michael Arbenz ', ' Thomas Lähn ', ' Florian Arbenz ']",
1460,27,Luzern,Bachelorprojekt-Konzerte,2013-03-13,"[' Bruno Hochstrasser ', ' Heather Brewer ', ' Marcel Frautschi ', ' Dominik Eschmann ', ' Andreas Spring ', '\r\nNicolas Gurtner ', ' Benjamin Kieser ', ' Jonas Lüscher ', ' Martin Stebler ', ' Dominik Beck ', ' Tobias Pfister ']",
1461,28,Bern,Iiro-Rantala,2013-03-13,['Iiro Rantala '],
1462,29,Zukunft,Zürich,2013-03-13,[' DJ Mildred Guy '],
1463,30,Bar-Rossi,Zürich,2013-03-13,['Ian Fisher '],
1464,0,Luzern,Lunchkonzert,2013-03-14,"['Reto Bieri ', ' Herbert Schuch ']",Classic
1465,1,Winterthur,Chiaroscuro,2013-03-14,[' Andreas Stahel '],Classic
1466,2,Zürich,Migros-Kulturprozent-Classics,2013-03-14,[' Katia und Marielle Labèque '],Classic
1467,3,Centre-de-Congrès-le-Régent,Crans-Montana,2013-03-14,['Simian Mobile Disco '],
1468,4,Zürich,Migros-Kulturprozent-Classics,2013-03-14,"[' Katia Labèque ', ' Marielle Labèque ']",Classic
1469,5,Centre-de-Congrès-le-Régent,Crans-Montana,2013-03-14,"['The Heavy ', ' The Kills ', ' Black Rebel Motorcycle Club ']",
1470,6,Basel,AMG-Solistenabend,2013-03-14,['Arcadi Volodos '],Classic
1471,7,Zürich,Thursday-Night-Jazz,2013-03-14,"[' Rebecca Spiteri ', ' Jürg Ramspeck ', ' Joel Reiff ', ' Rolf Lyssy ']",
1472,8,Winterthur,Ueli-Kempter-Trio,2013-03-14,"[' Kevin Chesham ', ' Andreas Aeberhard ', ' Ueli Kempter ']",
1473,9,Winterthur,Abonnementskonzert,2013-03-14,[' Martin Helmchen '],Classic
1474,10,Zürich,Moran,2013-03-14,['Moran '],
1475,11,Zürich,Broadway-Calls,2013-03-14,"['Broadway Calls ', ' Gnarwolves ', ' Great Cynics ']",
1476,12,Luzern,Salonmusik,2013-03-14,"['Martin Schaefer ', ' Richard Decker ']",Classic
1477,13,Zürich,Tom-Lüneburger,2013-03-14,['Tom Lüneburger '],Pop
1478,14,Jenseits-im-Viadukt,Zürich,2013-03-14,"[' Lukas Roos ', ' Joel Graf ', ' Olivier Zurkirchen ', ' Jeremias Keller ', ' Gregor Lisser ']",Pommelhorse
1479,15,MAAG-Halle,Zürich,2013-03-14,['Sunrise Avenue '],
1480,16,Kloten,Baumli-Schenker-Quartett,2013-03-14,"[' Beat Baumli ', ' Daniel Schenker ', ' Raffaele Bossard ', ' Elmar Frey ']",
1481,17,Theater-am-Gleis,Winterthur,2013-03-14,"[' Anna Kaenzig ', ' Raphael Walser ', ' Roman Ziegler ', ' Micha Sportelli ']",
1482,18,Lugano,Concerti-Dell'auditorio-2013,2013-03-14,['Detlef Roth '],Classic
1483,19,Lausanne,Keny-Arkana,2013-03-14,['Keny Arkana '],
1484,20,Zürich,Jeremiah-Jae,2013-03-14,['Jeremiah Jae '],
1485,21,Zürich,Erika-Stucky-Bubbles-&-Bangs,2013-03-14,"[' Erika Stucky ', ' Marc Unternährer ', ' Lucas Niggli ']",
1486,22,Liebefeld,Kompost-3,2013-03-14,"[' Martin Eberle ', ' Benny Omerzell ', ' Manu Mayr ', ' Lukas Koenig ']",
1487,23,Basel,Circle-3,2013-03-14,"[' David Friesen ', ' Greg Goebel ', ' Charlie Doggett ']",
1488,24,Luzern,Bachelorprojekt-Konzerte,2013-03-14,"[' Daniel Stocker ', ' Sibyl Hofstetter ', ' Linda Vogel ', ' Sebastian Strinning ', ' Vincent Glanzmann ', ' Miro Maurer ', ' Pirmin Huber ', ' Fränggi Gehrig ', ' Lukas Gernet ', ' Samuel Leipold ', ' Chrigi Zünd ', ' Lukas Traxel ', ' Marie Krüttli ', ' Martin Perret ']",
1489,25,null,Hifi-Spitfires,2013-03-14,['Hifi-Spitfires '],
1490,26,Lausanne,Inferno-Festival,2013-03-14,"['Hell Militia ', ' Imperium Dekadenz ']",
1491,27,Bern,Komplex-98,2013-03-14,"[' Thomas Tavano ', ' Samuel Mösching ', ' Tobias Hunziker ']",
1492,28,Winterthur,Agent-Side-Grinder,2013-03-14,['Agent Side Grinder '],
1493,29,Bar-Rossi,Zürich,2013-03-14,"[' Miriam Crespo ', ' Steve Grob ', ' Stefan Huber ', ' Dionys Müller ', ' Tarzis Müller ']",
1494,30,Zürich,Herbie-Kopf-Swilit,2013-03-14,"[' Mindaugas Vadoklis ', ' ', ' Dimitrij Golovanov ', ' Herbie Kopf ', ' Marijus Aleksa ']",
1495,31,Bern,Harmful,2013-03-14,['Harmful '],
1496,32,Luzern,Jam-Session,2013-03-14,['Richard Decker '],
1497,33,Pontresina,Los-Terribles-de-Tijuana,2013-03-14,['Los Terribles de Tijuana '],
1498,0,Crans-Montana,Caprices-Festival,2013-03-15,['Vigon and the Dominos '],
1499,1,Luzern,Piano-Entertainment-Easy-Pop-Melodies,2013-03-15,['Christian Mettler '],Pop
1500,2,Basel,Orgelspiel-zum-Feierabend,2013-03-15,['Aurore Baal '],Classic
1501,3,Zürich,Kantatenvesper,2013-03-15,"[' Manuela Hager ', ' Christian Marthaler ']",Classic
1502,4,Lausanne,Inferno-Festival,2013-03-15,"[' Primordial ', ' Anaal Nathrakh ', ' Wardruna ']",
1503,5,Aarau,Bonecrusher-Fest,2013-03-15,"['Job For A Cowboy ', ' Beneath The Massacre ', ' War From Harlots Mouth ', ' Make Them Suffer ', ' As They Burn ', ' Gorod ']",
1504,6,Luzern,Rauhnacht,2013-03-15,"['Finsterforst ', ' Silent Stream Of Godless Elegy ']",
1505,7,Sursee,Mosh-Festival,2013-03-15,"['Desultory ', ' Pyrexia ', ' Beheaded ', ' Unfathomable Ruination ']",
1506,8,Meilen,Preisträgerkonzert,2013-03-15,"[' Laura Herold ', ' Nicole Loretan ']",Classic
1507,9,Luzern,Konzert,2013-03-15,"[' Katia Labèque ', ' Marielle Labèque ']",Classic
1508,10,Klosters,Dana-Gillespie,2013-03-15,"[' Dana Gillespie ', ' Joachim Palden ']",
1509,11,Salzhaus,Winterthur,2013-03-15,['Shadows Fall '],
1510,12,null,8.-Tonhallekonzert,2013-03-15,[' Martin Helmchen '],Classic
1511,13,Zürich,Johannespassion,2013-03-15,"[' Anne Ellersiek ', ' Petra Noskaiová ', ' Christoph Genz ', ' ', ' Martin Snell ', ' Tijl Faveyts ']",Classic
1512,14,Crans-Montana,Caprices-Festival,2013-03-15,['Sven Väth '],Electronic
1513,15,Zürich,Johannes-Passion,2013-03-15,"[' Anne Ellersiek ', ' Petra Noskaiová ', ' Christoph Genz ', ' ', ' Martin Snell ', ' Tijl Faveyts ']",Classic
1514,16,Centre-de-Congrès-le-Régent,Crans-Montana,2013-03-15,"['Mika ', ' Célien Schneider ', ' Nelly Furtado ']",
1515,17,Zürich,Swiss-Bands-in-Concert,2013-03-15,[' Bill Ramsey '],
1516,18,Herisau,Keltikon,2013-03-15,"[' Lain Duncan ', ' Olaf Ohl ', ' Rino Bollin ', ' Patrick Feuz ']",
1517,19,Zürich,Mighty-Popo,2013-03-15,['Mighty Popo '],
1518,20,Burgdorf,The-Busketeers,2013-03-15,"[' Jay Marsh ', ' Ricky Prichard ', ' Mike Woodhouse ', ' Dan Roth ']",Pop
1519,21,Z7,Pratteln,2013-03-15,['Living Colour '],
1520,22,MAAG-Halle,Zürich,2013-03-15,['Emeli Sandé '],
1521,23,Stäfa,Konzert,2013-03-15,"[' Klaidi Sahatci ', ' Andrea Rebaudengo ', ' Sandro Laffranchini ']",Classic
1522,24,null,Chorus-America,2013-03-15,[' Franziska Hegi '],Classic
1523,25,Winterthur,Swilit,2013-03-15,"[' Mindaugas Vadoklis ', ' Reto Suhner ', ' Dimitrij Golovanov ', ' Herbie Kopf ', ' Marijus Aleksa ']",
1524,26,Schaffhausen,Yves-Theiler-Trio,2013-03-15,"[' Yves Theiler ', ' Valelntin Dietrich ', ' Lukas Mantel ']",
1525,27,Baden,Jersey-Julie-Band-&-Jeff-Zima,2013-03-15,"['Jersey Julie Band & Jeff Zima ', ' Jersey Julie ', ' Olivier Mas ', ' Stephane Blanc ', ' Jeff Zima ', ' Jersey Juli ']",
1526,28,Zürich,Bauchklang,2013-03-15,"['Alexander Bock ', ' Andreas Fränzl ', ' Gerald Huber ', ' Christian Birawsky ', ' Philipp Sageder ']",
1527,29,Luzern,Bachelorprojekt-Konzerte,2013-03-15,"[' Noah Arnold ', ' Lucca Fries ', ' Jonas Ruther ', ' Nicolas Gurtner ', ' Sebastian Pietrowiak ', ' Gianluca Giger ', ' Lukas von Flüe ', ' Nino Wenger ', ' Samuel Leipold ', ' Lukas Traxel ', ' Lukas von Flüe ']",
1528,30,Lugano,Concerti-Dell'auditorio-2013,2013-03-15,['Detlef Roth '],Classic
1529,31,Bar-Tantpis,Zürich,2013-03-15,"[' Regina Kuratle ', ' Chris Wirth ', ' Christian Strässle ', ' Silvan Jeger ']",
1530,32,Bern,Diens,2013-03-15,"['Diens ', ' support: Split Prophets & Two Tungs ']",
1531,33,null,Susana-Baca,2013-03-15,"[' Susana Baca ', ' Ernesto Hermoza ', ' Maria Elena Pacheco ', ' Oscar Huaranga ', ' Hugo Brava ']",
1532,34,Thun,The-Rock'n'Roll-Kamikazes,2013-03-15,"[""The Rock'n'Roll Kamikazes ""]",
1533,35,Herzogenbuchsee,St.-Patricks-Day,2013-03-15,['David Hope '],
1534,36,LUZ-Seebistro,Luzern,2013-03-15,['Lindsay Ferguson '],
1535,37,Grosshöchstetten,Yvonne-Moore-Bluesband,2013-03-15,"[' Yvonne Moore ', ' Marco Jencarelli ', ' André Pousaz ', ' Richard Spooner ']",
1536,38,Bern,Aeiou,2013-03-15,"[' Djemeia ', ' Claire Huguenin ', ' Oli Kuster ', ' Kevin Chesham ']",Pop
1537,39,Zürich,Noam-Szyfer-Nigunim,2013-03-15,"[' Noam Szyfer ', ' Joscha Schraff ', ' James Varghese ', ' Jannik Till ']",
1538,40,Tap-Tab-Musikraum,Schaffhausen,2013-03-15,['Poco Loco Bros '],
1539,41,Chur,Skip-&-Die,2013-03-15,['Skip & Die '],Electronic
1540,42,Luzern,Agent-Side-Grinder,2013-03-15,['Agent Side Grinder '],Electronic
1541,43,Bern,Los-Terribles-de-Tijuana,2013-03-15,['Los Terribles de Tijuana '],
1542,44,Baden,Fiddlers-Green,2013-03-15,['Fiddlers Green '],
1543,45,Zürich,Movie-Star-Junkies,2013-03-15,['Movie Star Junkies '],
1544,46,Lyss,Luk-von-Bergen,2013-03-15,['Luk von Bergen '],Pop
1545,47,Kriens,Holy-Other,2013-03-15,['Holy Other '],
1546,48,Kulturfabrik-Kofmehl,Solothurn,2013-03-15,['Hi-Fi Spitfires '],
1547,0,Villa-Sträuli,Winterthur,2013-03-16,"[' Helen Iten ', ' Eliane Cueni ', ' Sandra Merk ']",DIRK
1548,1,Sursee,Mosh-Festival,2013-03-16,"['Morgoth ', ' Dr. Living Dead! ', ' Profanity ', ' Sudden Death ', ' Death Mechanism ', ' Antropofagus ']",
1549,2,Lausanne,Inferno-Festival,2013-03-16,"['Dark Funeral ', ' My Dying Bride ', ' Aura Noir ']",
1550,3,Luzern,Piano-Entertainment-Blue-Soul-&-Me,2013-03-16,['Mark Tenger '],
1551,4,Luzern,Sinfoniekonzert,2013-03-16,[' Martha Argerich '],Classic
1552,5,Basel,Liturgie-des-Heiligen-Johannes-Chrysostomus,2013-03-16,[' Luis Conte '],Classic
1553,6,Basel,Los-Acuña,2013-03-16,['Los Acuña '],
1554,7,Zürich,Konzert,2013-03-16,"[' Emma Kirkby ', ' Rilana Cadruvi ']",Classic
1555,8,null,Migros-Kulturprozent-Classics-3,2013-03-16,[' Giuliano Carmignola '],Classic
1556,9,Centre-de-Congrès-le-Régent,Crans-Montana,2013-03-16,"['Cypress Hill ', ' Logic ', ' Method Man & Redman ']",Redman
1557,10,Crans-Montana,Caprices-Festival,2013-03-16,"['DJs Mr Mike ', ' Mix Master Mike ']",Electronic
1558,11,Zürich,Johannespassion,2013-03-16,"[' Anne Ellersiek ', ' Petra Noskaiová ', ' Christoph Genz ', ' ', ' Martin Snell ', ' Tijl Faveyts ']",Classic
1559,12,Zürich,Johannes-Passion,2013-03-16,"[' Anne Ellersiek ', ' Petra Noskaiová ', ' Christoph Genz ', ' ', ' Martin Snell ', ' Tijl Faveyts ']",Classic
1560,13,Zürich,Konzert,2013-03-16,[' Fabio Di Càsola '],Classic
1561,14,Zürich,Poliça,2013-03-16,['Poliça '],Electronic
1562,15,Rorschach,A-Cappella-Festival,2013-03-16,"['Zuckerröhren ', ' Mezzotono ', ' Safer Six ', ' Vivat Bacchus ']",Pop
1563,16,Otelfingen,Hotel-Bossa-Nova,2013-03-16,"['Hotel Bossa Nova ', ' Liza da Costa ', ' Tilmann Höhn ', ' Alexander Sonntag ', ' Wolfgang Stamm ']",
1564,17,Rorschach,A-Cappella-Festival,2013-03-16,"['Zuckerröhren ', ' Mezzotono ', ' Safer Six ', ' Vivat Bacchus ']",Pop
1565,18,Rorschach,A-Cappella-Festival,2013-03-16,"['Zuckerröhren ', ' Mezzotono ', ' Safer Six ', ' Vivat Bacchus ']",Pop
1566,19,Schüür,Luzern,2013-03-16,['Tunica Dartos '],
1567,20,Basel,Mana-dzimtene-Meine-Heimat,2013-03-16,[' Marcis Kuplais '],Classic
1568,21,null,Frühlingskonzert,2013-03-16,[' Ariadna Chmelik '],Classic
